C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.NavigationForms\usrIssues.cs(37,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(692,4): error CS0012: The type 'IPrintHeaderFooter' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(693,4): error CS0012: The type 'IStringSvgImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(693,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\BooksImport.cs(693,4): error CS0012: The type 'IControlRowSource' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3040,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3040,4): error CS0012: The type 'IPrintHeaderFooter' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3041,4): error CS0012: The type 'IStringSvgImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3041,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3041,4): error CS0012: The type 'IControlRowSource' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3049,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3058,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3062,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3062,4): error CS0012: The type 'IPrintHeaderFooter' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3063,4): error CS0012: The type 'IStringSvgImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3063,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3063,4): error CS0012: The type 'IControlRowSource' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3064,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3070,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3070,4): error CS0012: The type 'IPrintHeaderFooter' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3071,4): error CS0012: The type 'IStringSvgImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3071,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3071,4): error CS0012: The type 'IControlRowSource' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3081,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3084,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3086,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3089,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3098,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3099,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3103,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3106,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3107,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3108,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3111,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3133,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3135,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3148,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3168,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3171,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3196,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3196,4): error CS0012: The type 'IPrintHeaderFooter' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3197,4): error CS0012: The type 'IStringSvgImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3197,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3197,4): error CS0012: The type 'IControlRowSource' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3198,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3234,4): error CS0012: The type 'IControlRowSource' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3234,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3236,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3244,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3244,4): error CS0012: The type 'IPrintHeaderFooter' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3245,4): error CS0012: The type 'IStringSvgImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3245,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3245,4): error CS0012: The type 'IControlRowSource' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3246,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3278,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3279,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3283,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3288,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3288,4): error CS0012: The type 'IPrintHeaderFooter' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3289,4): error CS0012: The type 'IStringSvgImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3289,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3289,4): error CS0012: The type 'IControlRowSource' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3290,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3310,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3322,4): error CS0012: The type 'IBasePrintable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3322,4): error CS0012: The type 'IPrintHeaderFooter' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Printing.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3323,4): error CS0012: The type 'IStringSvgImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3323,4): error CS0012: The type 'IStringImageProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Drawing.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3323,4): error CS0012: The type 'IControlRowSource' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement\LibraryMain.cs(3331,4): error CS0012: The type 'IDxHtmlDesignerDataProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Data.Desktop.v23.2, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\LibraryManagement\LibraryManagement.csproj]
